Company,Sector,Stage,Amount,Location,About,Funding Year
goStops,Accomodation,Early Stage Funding,3000000.0,New Delhi,A premium chain of youth hostels catering to the millennials,2020
Umeed Housing,FinTech,Growth Stage Funding,23000000.0,Haryana,Housing finance company,2020
Vogo,Automotive,Growth Stage Funding,20000000.0,Bengaluru,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020
Flick Stree,AI & Media,Early Stage Funding,3000000.0,Mumbai,Artificial intelligence-based video publishing network,2020
Qure ai,Healthtech,Early Stage Funding,16000000.0,Mumbai,Provides interpretations of radiology scans,2020
MinionLabs,Machine Learning,Early Stage Funding,3000000.0,Bengaluru,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,2020
Josh Talks,Media,Early Stage Funding,1500000.0,Haryana,Community of young individuals providing a platform to showcase their stories,2020
PhoneParLoan,FinTech,Early Stage Funding,3000000.0,New Delhi,Provides easy loans,2020
RailYatri,Travel,Early Stage Funding,13800000.0,Noida,A complete Indian railways app,2020
AjnaLens,Deeptech,Early Stage Funding,1500000.0,Thane,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",2020
Pepper,Content Marktplace,Seed and Pre-Seed Funding,306900.0,Mumbai,End to end content creation platform,2020
Rupeek,FinTech,Early Stage Funding,30000000.0,Bengaluru,An asset backed online lending platform,2020
iMerit,IT,Later Stage Funding,20000000.0,Kolkata,Turns information into data that is usable for machine learning processes,2020
BharatPe,FinTech,Growth Stage Funding,75000000.0,New Delhi,Digital payments platform,2020
Invideo,Visual Media,Early Stage Funding,2500000.0,Bengaluru,Video production and editing platform,2020
AvalonMeta,EdTech,Early Stage Funding,420000.0,Bengaluru,It combines higher education and competitive gaming,2020
Near Store,Ecommerce,Seed and Pre-Seed Funding,300000.0,Mumbai,Enables a shop to create an online presence,2020
ElecTorq,Automobile,Early Stage Funding,3000000.0,New Delhi,Electric vehicle startup,2020
Prayaan Capital,FinTech,Seed and Pre-Seed Funding,1200000.0,Chennai,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",2020
Sanfe,Hygiene,Early Stage Funding,1100000.0,New Delhi,Women health care and wellness product,2020
Go Desi,Foodtech,Seed and Pre-Seed Funding,627300.0,New Delhi,Provides traditional delicacies,2020
Swiggy,Foodtech,Early Stage Funding,113000000.0,Bengaluru,Platform to order food online from restaurants and getting it delievered,2020
Whatfix,SaaS,Growth Stage Funding,32000000.0,Bengaluru,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",2020
Unacademy,EdTech,Growth Stage Funding,110000000.0,Bengaluru,Platform that offers online education in India,2020
Zvesta,Proptech,Early Stage Funding,5500000.0,Gurugram,An online platform where users can search and buy properties listed by developers and brokers,2020
Dunzo,Logistics,Early Stage Funding,11000000.0,Bengaluru,India-based hyperlocal delivery startup,2020
Digit Insurance,Insurtech,Early Stage Funding,340000.0,Bengaluru,General Insurance Company,2020
Yolo,Transport,Seed and Pre-Seed Funding,600000.0,Gurugram,Intercity transportation,2020
SmartVizX,VR & SaaS,Early Stage Funding,1397000.0,Noida,It developed India’s first VR-based design communication and collaboration product Trezi,2020
MaxWholesale,Ecommerce,Early Stage Funding,3000000.0,New Delhi,B2B ecommerce platform for kirana stores,2020
Carbon Clean,Cleantech,Early Stage Funding,16000000.0,Bengaluru,Develops affordable carbon capture technology,2020
Onsitego,Sales & Services,Later Stage Funding,19000000.0,Mumbai,It offers post-purchase services through a network of brand authorised service centres throughout the country,2020
Genius Corner,EdTech,Early Stage Funding,250000.0,Noida,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,2020
PlanetSpark,EdTech,Early Stage Funding,448500.0,Gurugram,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,2020
CamCom,AI & Deep learning,Early Stage Funding,3000000.0,Bengaluru,AI automation platform for enterprise quality control,2020
Simsim,Social Commerce,Later Stage Funding,8000000.0,Bengaluru,It enables community opinion influencers to sell products to thousands of micro-communities in India,2020
Shuttl,Transport,Growth Stage Funding,7975700.0,New Delhi,App based bus aggregator serice,2020
HooLiv,Housing & Rentals,Early Stage Funding,3000000.0,New Delhi,Student Co-living startup,2020
ClassMonitor,EdTech,Early Stage Funding,3000000.0,Indore,The learning platform that blends curriculum-based activities for children,2020
Friyey,Co-working,Early Stage Funding,3000000.0,Pune,Co working space startup,2020
Oga,Fitness,Early Stage Funding,330000.0,Bengaluru,Provides interactive fitness experience to people across the world,2020
Big Basket,Estore,Early Stage Funding,3500000.0,Bengaluru,Online grocery store,2020
CYFIRMA,SaaS,Early Stage Funding,3000000.0,Bengaluru,Offer cybersecurity services,2020
Innoviti,FinTech,Early Stage Funding,5000000.0,Bengaluru,Digital payments solutions company,2020
Paytm money,FinTech,Early Stage Funding,5600000.0,Bengaluru,Wealth Management,2020
Vedantu,EdTech,Growth Stage Funding,24000000.0,Bengaluru,Onine learning platform,2020
Yap,FinTech,Early Stage Funding,1402000.0,Chennai,Banking and payment products-focused API platform,2020
Clover,Agritech,Early Stage Funding,5500000.0,Bengaluru,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020
Nova Credit,FinTech,Later Stage Funding,50000000.0,New Delhi,Cross-border consumer credit startup,2020
CodingNinjas,EdTech,Early Stage Funding,5200000.0,New Delhi,Online learning platform,2020
Furlenco,Ecommerce,Growth Stage Funding,2200000.0,Bengaluru,Furniture rental startup,2020
Brick&Bolt,Construction and Real Estate,Early Stage Funding,1500000.0,Bengaluru,Operates in the residential construction space,2020
HempStreet,Healthtech,Early Stage Funding,1000000.0,New Delhi,Manufacturer of ayurvedic medicines based on cannabis,2020
MoEngage,Marketing,Growth Stage Funding,25000000.0,Bengaluru,Customer analytics and cross-channel engagement platform,2020
Classplus,EdTech,Early Stage Funding,2500000.0,Noida,It allows coaching centres to take their brick-and-mortar setup online,2020
Chaayos,Beverages,Early Stage Funding,21500000.0,New Delhi,Provides customised range of tea,2020
PetPooja,SaaS,Early Stage Funding,2000000.0,Ahmedabad,Restaurant management software provider,2020
Altor,Tech,Early Stage Funding,3000000.0,Bengaluru,Makes helmets that are IoT and AI enabled,2020
Pepperfry,E-market,Growth Stage Funding,40000000.0,Mumbai,Online home furniture marketplace,2020
FirstCry,E-market,Growth Stage Funding,296000000.0,Pune,Baby products marketplace,2020
Byju,EdTech,Early Stage Funding,200000000.0,Bengaluru,Provides online learning classes,2020
Waycool,Agritech,Growth Stage Funding,32000000.0,Chennai,Food development and distribution services,2020
WorkIndia,HR tech,Early Stage Funding,6000000.0,Mumbai,An online and mobile-based platform that connects companies with blue collar employees.,2020
Qyuki,Media,Early Stage Funding,3500000.0,Mumbai,Multi-channel broadcast network,2020
Leap India,Agritech,Later Stage Funding,30000000.0,Coimbatore,Agricultural warehousing and logistics company,2020
Picxy,Media,Early Stage Funding,250000.0,Hyderabad,Stock photo industry,2020
Krimanshi,Agritech,Early Stage Funding,20000.0,Jodhpur,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,2020
NEETprep,EdTech,Early Stage Funding,3000000.0,New Delhi,Provides crash course for NEET preparation,2020
Dot Pvt. Ltd,FinTech,Seed and Pre-Seed Funding,8000000.0,Gurugram,It provides digital transformation and commerce solutions to brick and mortar outlets,2020
Kuku FM,Media,Early Stage Funding,5500000.0,Mumbai,A podcast platform,2020
SuperMoney,FinTech,Early Stage Funding,1000000.0,Mumbai,Provides financial tools for effective business making,2020
Rebel Foods,Food tech,Early Stage Funding,4900000.0,Mumbai,It runs internet kitchen,2020
AlphaVector,E tailor,Early Stage Funding,3000000.0,Bengaluru,It sells modern age bicycles named FROG,2020
Fox Capital,FinTech,Early Stage Funding,2500000.0,Jaipur,Digital lending startup,2020
Tribe Theory,Accomodation,Early Stage Funding,3500000.0,Bengaluru,An entrepreneur-focused hostel chain present in multiple locations across the world.,2020
Fleetx,SaaS,Early Stage Funding,1402400.0,Gurugram,Fleet management and predictive analytics platform,2020
Embibe,EdTech,Early Stage Funding,12618300.0,Mumbai,It provides AI-based data analytics to personalise learning outcomes,2020
Entri,EdTech,Seed and Pre-Seed Funding,1400000.0,Kochi,It is a app that provides different types of learning content in local languages,2020
Oye! Rickshaw,E-mobility,Early Stage Funding,10000000.0,New Delhi,App-based electric rickshaw hailing service,2020
Seal Professional,EdTech,Early Stage Funding,3000000.0,Bengaluru,Trains students in managemnt and leadership skills and also helps in placement,2020
Sprinng Foods,Food,Early Stage Funding,3000000.0,Mumbai,Provides Gluten-free food,2020
1MG,Healthtech,Early Stage Funding,9900000.0,Gurugram,Online pharmacy,2020
Aagey,FinTech,Early Stage Funding,3000000.0,Bengaluru,Provides financial assistance to MSMEs,2020
Doubtnut,EdTech,Early Stage Funding,15000000.0,Gurugram,Multi-lingual digital solutions platform for students,2020
AdonMo,Ad-tech,Early Stage Funding,3000000.0,Bengaluru,It is an online and outdoor advertising company,2020
RACEnergy,E-mobility,Seed and Pre-Seed Funding,3000000.0,Hyderabad,It builds electric vehicles and supporting infrastructure,2020
BharatPe,FinTech,Early Stage Funding,100000000.0,New Delhi,Digital payments platform,2020
Kisan Network,Agritech,Seed and Pre-Seed Funding,3000000.0,Gurugram,Integrated supply chain for farmers to sell their produce directly to buyers,2020
Vogo,Automotive,Growth Stage Funding,35000000.0,Bengaluru,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020
Yolo,Transport,Seed and Pre-Seed Funding,600000.0,Gurugram,Intercity transportation startup,2020
Unotech,SaaS,Early Stage Funding,2000000.0,Mumbai,It develops fully-customisable open source software,2020
Zetwerk,Marketplace,Early Stage Funding,2200000.0,Bengaluru,B2B marketplace that connects manufacturing companies for industrial equipements,2020
CureSkin,Healthtech,Early Stage Funding,500000.0,Bengaluru,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,2020
WizKlub,EdTech,Seed and Pre-Seed Funding,982530.0,Bengaluru,Helps students solve problems at complex level,2020
Interviewbit,EdTech,Early Stage Funding,200000000.0,Pune,Platform that provides coding and interview preparation course by industry professionals from tech companies,2020
MoneyTap,FinTech,Later Stage Funding,70185200.0,Bengaluru,App-based consumer credit line that gives customers access to credit on tap.,2020
Uniplatform Tech,SaaS,Early Stage Funding,3000000.0,New Delhi,Runs real estate SaaS platform MultiplyMyLeads.com.,2020
INdwealth,FinTech,Growth Stage Funding,12000000.0,Gurugram,An Artificial Intelligence and Machine learning based wealth management platform,2020
Bizongo,Marketplace,Growth Stage Funding,30000000.0,Mumbai,A B2B marketplace for packaging materials,2020
AppsFlyer,SaaS,Growth Stage Funding,210000000.0,Bengaluru,Mobile marketing analytics and attribution platform,2020
Digit Insurance,Insurtech,Early Stage Funding,84000000.0,Bengaluru,General Insurance Company,2020
Livspace,Interior Design,Growth Stage Funding,60000000.0,Bengaluru,It offers end-to-end home design experience for homeowners and home designers,2020
GetVantage,FinTech,Seed and Pre-Seed Funding,3000000.0,Mumbai,Revenue based finance provider,2020
Konfinity,EdTech,Early Stage Funding,3000000.0,Noida,Provides online coding courses,2020
Pine Labs,FinTech,Early Stage Funding,3000000.0,Noida,Retail payment and hardware company,2020
Instoried,SaaS,Early Stage Funding,3000000.0,New Delhi,Augmented writing platform which improves customer interest and engagement.,2020
Nupay,Neo-banking,Early Stage Funding,3000000.0,Haryana,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",2020
LogiNext,Transport Automation,Later Stage Funding,39000000.0,Mumbai,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",2020
Samosa Singh,Food,Early Stage Funding,2700000.0,Bengaluru,Offers hygienic Indian Snacks,2020
Crysta,Healthtech,Early Stage Funding,1403400.0,New Delhi,Offers diagnostic and screening services with regular counselling and clinical data management,2020
Eupheus Learning,EdTech,Early Stage Funding,4300000.0,New Delhi,"Provides technology-led, subscription-based learning solutions to schools",2020
Bounce,Automotive and Rentals,Growth Stage Funding,105000000.0,Bengaluru,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020
Park+,Techonology,Early Stage Funding,11000000.0,Gurugram,It is engaged in bringing digitization in parking,2020
Goodmylk,Dairy,Seed and Pre-Seed Funding,400000.0,Bengaluru,Provides Vegan dairy products,2020
SmartKarrot,SaaS,Early Stage Funding,1000000.0,Bengaluru,It tracks customers’ real-time digital behaviour,2020
Skylo,IoT,Later Stage Funding,103000000.0,Bengaluru,Provides affordable and ever present network that connects machines or sensors,2020
Tea Trunk,Beverage,Early Stage Funding,220000.0,Goa,Global premium tea brand,2020
Zoomcar,Transport & Rentals,Growth Stage Funding,30000000.0,Bengaluru,A car rental service platform,2020
Mera Cashier,FinTech,Seed and Pre-Seed Funding,250000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020
Samya AI,SaaS,Seed and Pre-Seed Funding,6000000.0,Bengaluru,Revenue growth AI startup in the consumer packed goods (CPG) space,2020
Kristal AI,AI,Early Stage Funding,6000000.0,Bengaluru,Provides Algorithm-based financial services,2020
Invento Robotics,AI Robotics,Seed and Pre-Seed Funding,281300.0,Bengaluru,Known for Mitra Series of Robots,2020
Zimyo,HR tech,Early Stage Funding,3000000.0,Gurugram,Automates everyday HR processes with integrated solutions,2020
